"page_name","country","post_date","total_interactions","Message","URL"
"ORF","AT",2020-03-05,32,"[CORONAVIRUS: ""IM BRENNPUNKT""]: Ein ""Im Brennpunkt""-Doppel widmet sich der Weltmacht China und den Auswirkungen des Coronavirus auf den Wirtschaftsriesen (ab 22.45 Uhr, ORF III). Mehr: https://tv.orf.at/program/orf3/20200305/941044201/ https://tv.orf.at/program/orf3/20200305/938807701/","https://www.facebook.com/553577838028208/posts/2958288624223772"
"RTÉ News","IE",2020-03-04,32,"The World Bank President said there were still ""many unknowns"" about the fast-spreading virus and ""much more"" aid might be required, but he declined to elaborate.","https://www.facebook.com/257558294273180/posts/3310696688959310"
"NU.nl","NL",2023-08-27,32,"Een nieuw signaal dat de op een na grootste economie ter wereld in het slop is geraakt. 〽️","https://www.facebook.com/100064711354975/posts/713819537451752"
"CNA","SG",2023-07-28,32,"More than 500 large-scale concerts and music festivals have been held in China since the start of the year, raking in US$350 million in ticket sales.","https://www.facebook.com/100064391875569/posts/665594692263587"
"detikcom","ID",2022-04-18,32,"Meski investor yang meremehkan dampaknya, namun analis memberikan peringatan tentang seberapa serius kejatuhan ekonomi global akibat isolasi berkepanjangan ini.","https://www.facebook.com/374777242078/posts/10161358959912079"
"detikcom","ID",2020-02-03,32,"Imbas Virus Corona yang merebak dan menelan ratusan korban jiwa kini mulai menggoyang ekonomi China dan beberapa negara di Asia seperti Jepang. Ini Potretnya! detik.id/64wZFJ via Detikfinance","https://www.facebook.com/374777242078/posts/10158839710567079"
"detikcom","ID",2020-01-17,32,"Pertumbuhan ekonomi China sepanjang 2019 tercatat 6,1%. Mengutip CNN Business angka tersebut merupakan yang paling rendah selama 29 tahun. #EkonomiChina via Detikfinance","https://www.facebook.com/374777242078/posts/10158769427827079"
"detikcom","ID",2022-08-05,32,"Airlangga Hartarto mengungkap pertumbuhan ekonomi RI pada kuartal II-2022 ini lebih baik dibandingkan negara-negara lain. Berikut penjelasannya.","https://www.facebook.com/100064777748241/posts/459104809592107"
"ABC News","AU",2023-02-07,32,"China’s strict COVID rules not only impacted its economy in 2022, but also its ability to project power within Asia, according to the Lowy Institute. A new report also shows Australia managed to hold steady in 2022, with particular kudos given to the Albanese government’s approach to the region.","https://www.facebook.com/72924719987/posts/10164210527094988"
"NDTV","IN",2022-10-16,32,"Xi said China had ""protected people's safety and health to the highest degree and achieved significant positive results in coordinating epidemic prevention and control and social and economic development"".","https://www.facebook.com/100064668314825/posts/501191412046465"
"GMA News","PH",2023-03-26,32,"Speaking at a forum in Beijing, the IMF managing director said she expected 2023 ""to be another challenging year"", with global growth slowing to below 3.0 percent due the war in Ukraine, monetary tightening and ""scarring"" from the pandemic. ""Uncertainties are exceptionally high,"" with the outlook for the global economy likely to remain weak over the medium term, she told the China Development Forum. ""It is also clear that risks to financial stability have increased,"" she added.","https://www.facebook.com/116724526976/posts/10161705499851977"
"RTÉ News","IE",2022-01-12,31,"The World Bank has cut its forecasts for economic growth in the US, the euro zone and China and warned that high debt levels, rising income inequality and new Covid-19 variants threatened the recovery in developing economies","https://www.facebook.com/257558294273180/posts/5379968148698810"
"Malaysiakini","MY",2023-01-02,31,"Three big economies – the US, Europe and China – are slowing down. https://cstu.io/145733:=:https://www.malaysiakini.com/news/650061","https://www.facebook.com/47298465905/posts/10159252548355906"
"detikcom","ID",2021-01-09,31,"Pengakuan kegagalan pembangunan ekonomi lima tahun Korea Utara terjadi sesudah penutupan perbatasan dengan negara tetangga dan sekutunya, China. #Korut #KimJongUn","https://www.facebook.com/374777242078/posts/10160101935432079"
"detikcom","ID",2021-01-07,31,"Tindakan Cina di Hong Kong picu reaksi dramatis dari Amerika Serikat. Menlu Mike Pompeo pertimbangkan sanksi ekonomi terhadap aktivitas bisnis Cina di AS.","https://www.facebook.com/374777242078/posts/10160097451317079"
"Diario El Comercio (Perú)","PE",2022-09-01,31,"Lluvia artificial. 🌧☀ China ya tiene casi un mes con calor extremo y en los últimos días la crisis ha llevado a suspender la electricidad. ¿Cómo solucionar la sequía? 🇨🇳","https://www.facebook.com/71263708835/posts/10161168761333836"
"ABC News","AU",2023-08-02,31,"Rio Tinto chief executive Jakob Stausholm says he is ""cautiously optimistic"" Chinese authorities will boost the country's ailing economy despite uncertainty about Beijing's plans.","https://www.facebook.com/100044138394046/posts/854108196070452"
"NDTV","IN",2020-02-19,31,"The fierce wind could blow down the trees but not the mountain,"" China's ambassador to India Sun Weidong said.","https://www.facebook.com/102527030797/posts/10158464518020798"
"NDTV","IN",2019-12-14,31,"China announced a ""phase one"" trade deal with the United States.","https://www.facebook.com/102527030797/posts/10158238738985798"
"NDTV","IN",2022-05-17,31,"Supplies of Adidas sneakers and Bang & Olufsen speakers have been hit. Automakers from Toyota to Tesla are facing ""unprecedented"" costs and production hurdles.","https://www.facebook.com/100064668314825/posts/377522631080011"
"GMA News","PH",2023-03-23,31,"President Ferdinand ""Bongbong"" Marcos Jr. on Thursday asked Filipino-Chinese business leaders to continue supporting the government in its measures to develop the country. Marcos acknowledged the Filipino-Chinese communities ""in the steadfast development of the Philippine economy.""","https://www.facebook.com/116724526976/posts/10161698561901977"
"Thairath - ไทยรัฐออนไลน์","TH",2023-05-26,30,NA,"https://www.facebook.com/100064690570758/posts/640262434806770"
"detikcom","ID",2020-12-13,30,"Vaksin COVID-19 asal China sudah tiba di Indonesia. Bisakah pemulihan ekonomi berjalan lebih cepat dengan adanya vaksin ini? #VaksinCovid19 via Detikfinance","https://www.facebook.com/374777242078/posts/10160012918302079"
"detikcom","ID",2020-01-28,30,"Berada dalam kepungan wabah virus corona, Pemerintah terus menenangkan masyarakat agar jangan terbawa kepanikan. Termasuk dari sektor pariwisata, Menteri Pariwisata dan Ekonomi Kreatif Wishnutama menegaskan tidak ada pelarangan bagi turis asal China untuk berkunjung ke Indonesia. #viruscorona via 20detik","https://www.facebook.com/374777242078/posts/10158811384222079"
"20 Minuten","CH",2022-06-04,30,"Auch die Schweiz pflegt enge Kontakte zum Reich der Mitte. Macht sie sich so abhängig? Die wichtigsten Fragen und Antworten. 🤔 🇨🇳Wie stark ist Chinas Wirtschaft? So stark wie noch nie. Das zeigt das Bruttoinlandprodukt (BIP), das den Wert aller Dienstleistungen und Waren ausweist, die ein Land herstellt. China konnte sein BIP in den letzten 70 Jahren verzwanzigfachen. 🇨🇳Ist der Westen von China abhängig? Ja, China ist aber auch vom Westen abhängig. «Die gegenseitige wirtschaftliche Abhängigkeit zwischen den USA und China ist um ein Vielfaches höher als dies jemals zwischen der Sowjetunion und dem Westen der Fall war.» 🇨🇳Wie steht die Schweiz zu China? Die Schweiz pflegt mit China diplomatische Beziehungen, seit 2014 gibt es auch ein Freihandelsabkommen. Laut Avenir Suisse steckt die Schweiz aber wie alle westlichen Demokratien in einer Zwickmühle: Sie will Zugang zum Markt, ohne ihre Neutralität, Rechtsstaatlichkeit und Menschenrechte aufzugeben.","https://www.facebook.com/29396596956/posts/10158695177141957"
"Diario El Comercio (Perú)","PE",2022-09-06,30,"🇨🇳 La segunda mayor economía del mundo padece por el calor extremo y la sequía severa que han marchitado los cultivos y reducido el cauce de los ríos, incluyendo el gigantesco río Yangtsé","https://www.facebook.com/71263708835/posts/10161181568558836"
"ABC News","AU",2024-01-30,30,"A Hong Kong court has ordered one of China's biggest property developers, Evergrande, to liquidate after it was unable to reach a restructuring deal with creditors. AJ Bell's Danni Hewson says the liquidation could impact not only China's struggling property sector and economy but Australia's too.","https://www.facebook.com/100044138394046/posts/951486769665927"
"ABC News","AU",2023-12-19,30,"From warming relations with Australia, to agreeing to resume military communications with the US and battling an economic slowdown at home, 2023 has kept Beijing busy. ANU's Graeme Smith says it has been an 'eventful' year for China.","https://www.facebook.com/100044138394046/posts/927124978768773"
"NDTV","IN",2022-03-28,30,"Beijing has repeatedly voiced opposition to the sanctions, insisting it will maintain normal economic and trade exchanges with Russia.","https://www.facebook.com/102527030797/posts/10160406358290798"
"NDTV","IN",2021-06-09,30,"The bill now heads to the House of Representatives, which earlier passed a different version. The two will have to be reconciled into a single bill before it is sent for the president's signature.","https://www.facebook.com/102527030797/posts/10159830322655798"
"NDTV","IN",2020-12-04,30,"Director of National Intelligence John Ratcliffe said China's economic espionage approach was three-fold: ""Rob, Replicate and Replace.""","https://www.facebook.com/102527030797/posts/10159365191945798"
"GMA News","PH",2023-02-21,30,"Major industrial and economic centers in China and the United States are among the most vulnerable regions in the world to the increasingly destructive power of climate change-driven weather extremes, according to a comprehensive analysis.","https://www.facebook.com/116724526976/posts/10161627361436977"
"NU.nl","NL",2023-08-21,29,"De Chinese economie is de op een na grootste ter wereld, maar kampt momenteel met tal van problemen. 👇","https://www.facebook.com/100064711354975/posts/710194261147613"
"detikcom","ID",2021-04-16,29,"China adalah negara pertama yang menangani penyakit tersebut, dan ekonominya kembali tumbuh pada kuartal kedua tahun lalu. Apa rahasianya?","https://www.facebook.com/374777242078/posts/10160431164812079"
